14;fr;Le pineau des Charentes doit obligatoirement tirer entre 16° et combien de degrés ?;22°;18°;20°;24°;Confirmé;Il est à noter que 75% de la production du pineau des Charentes est consommée en France.;https://fr.wikipedia.org/wiki/Pineau_des_Charentes
15;fr;Le pouilly-fuissé est un vin blanc issu d'un seul cépage, mais lequel ?;Le Chardonnay;Le Chemin Blanc;Le Sémillon;Le Sauvignon;Confirmé;Les terroirs du pouilly-fuissé sont de constitution majoritairement argilo-calcaire (Jurassique de l'ère secondaire).;https://fr.wikipedia.org/wiki/Pouilly-fuissé
16;fr;Quel appareil permet de mesurer le taux d'alcool d'un vin ?;Un ébullioscope;Un oenolitre;Un alcootest;Un barrica;Confirmé;Puisque l'alcool bout à 78° et l'eau à 100°, l'ébullioscope permet de mesurer la quantité d'alcool contenue dans une boisson alcoolisée.;https://fr.wikipedia.org/wiki/Loi_de_l'ébulliométrie
17;fr;Dans quel local la vinification est-elle généralement pratiquée ?;Le cuvier;Le cellier;Le chai;Le pommard;Confirmé;C'est dans le cuvier que s'effectue la vinification et par extension le stockage en cuve des vins en cours d'élevage.;https://fr.wikipedia.org/wiki/
18;fr;Idéalement, quel vin convient le mieux aux artichauts à la poivrade, spécialité provençale ?;Le rosé;Le blanc;Le rouge;Le blanc pétillant;Confirmé;Le violet de Provence peut se manger cru quand il est jeune (poivrade); cru ou cuit, il se déguste notamment en salade.;https://fr.wikipedia.org/wiki/Artichaut
19;fr;Quel aéronef annonce chaque année la récolte du Château Guiraud en Sauternes ?;Une montgolfière;Un avion;Un delta-plane;Un ULM;Confirmé;En AOC Sauternes, il est classé premier grand cru dans la classification officielle des vins de Bordeaux de 1855.;https://fr.wikipedia.org/wiki/Château_Guiraud
20;fr;Comment désigne-t-on un vin rosé dont la cuvaison a duré moins de 24 heures ?;Vin de café;Vin de foire;Vin de messe;Vin de jour;Confirmé;L'expression « vin d'une nuit » est moins péjorative que « vin de café ».;https://fr.wikipedia.org/wiki/
21;fr;Quel vin, célébré par Goethe et Voltaire, fut décrété Vin des rois et Rois des vins ?;Tokay Aszu;Chénas;Richebourg;Meursault;Expert;Les Tokaj sont principalement connus pour la gamme de vins liquoreux haut de gamme issus de grains de raisin sur-mûris.;https://fr.wikipedia.org/wiki/Tokay
22;fr;En 1850, combien de domaines viticoles du Bordelais utilisaient déjà un nom de château ?;50;180;318;510;Expert;Le vignoble de Bordeaux est le vignoble regroupant toutes les vignes du département de la Gironde.;https://fr.wikipedia.org/wiki/Vignoble_de_Bordeaux
23;fr;Le festival de Vevey, en Suisse, est un des plus importants festivals du vin depuis quel siècle ?;Le XVIIe;Le XVIIIe;Le XIXe;Le XXe;Expert;La Fête des Vignerons est une fête traditionnelle qui a lieu cinq fois par siècle à Vevey, en Suisse.;https://fr.wikipedia.org/wiki/Fête_des_Vignerons
24;fr;Quel raisin, destiné à la production du vin, est le plus cultivé dans la région de Dao, au Portugal ?;Le touriga;L'ugni;Le touzao;Le riaja;Expert;Cette variété à petits grains et peaux épaisses joue un rôle essentiel dans les assemblages du vin de Porto.;https://fr.wikipedia.org/wiki/Touriga_nacional
25;fr;Quelle expression est utilisée pour désigner le fait d'ajouter de l'alcool dans un vin ?;Viner un vin;Frapper un vin;Claper un vin;Mander un vin;Expert;Il ne faut pas confondre « vinage » avec le mot anglais « vintage » qui signifie dans ce contexte millésime ou millésimé.;https://fr.wikipedia.org/wiki/
26;fr;Lequel de ces Saints est sans conteste « plus alcoolique » que les trois autres ?;Saint James;Saint Julien;Saint-Véran;Saint Emilion;Expert;Saint James est un rhum titrant plus de 80 degrés d'alcool, tandis que les autres sont des vins.;https://fr.wikipedia.org/wiki/Distillerie_Saint-James
27;fr;Quel vin rouge fait à partir des cépages gamay et pinot noir est produit dans le Valais ?;La Dôle;Le Sancerre;Le Médoc;Le Tavel;Expert;La Dôle est souvent qualifiée de « capiteuse, racée et moelleuse » avec une robe aux reflets de pourpre.;https://fr.wikipedia.org/wiki/Dôle_(AOC)
28;fr;Par des cures de quel vin Erasme soignait-il ses troubles d'estomac ?;Côte de Beaune;Château Guiraud;Morgan;Pomerol;Expert;Le Côte de Beaune est en effet réputé pour sa richesse en éléments minéraux et ses propriétés bactéricides.;https://fr.wikipedia.org/wiki/Vignoble_de_la_côte_de_Beaune
29;fr;Parmi ces vins blancs liquoreux de Bordeaux s'est glissé un intrus, lequel ?;Listrac;Loupiac;Cadillac;Barrac;Expert;Listrac est en effet un vin rouge ou un vin blanc sec d'appellation d'origine contrôlée produit autour de Listrac-Médoc dans le Médoc.;https://fr.wikipedia.org/wiki/Listrac-médoc_(AOC)
30;fr;Quelle méthode augmente le taux d'alcool d'un vin en ajoutant du sucre dans le moût ?;La chaptalisation;L'ambrie;Ma muscadelle;L'enfarinage;Expert;Dans la théorie, l'ajout de 16,83 grammes de sucre par litre conduit à la production d'un degré d'alcool supplémentaire.;https://fr.wikipedia.org/wiki/Chaptalisation
